airline_code,departure_airport_code,destination_airport_code,departure_date,arrival_date,ticket_price,First_flight,first_flight_code,last_flight_code,selling_airline,departure_time,arrival_time,Detected_Language,Assigned_Country,Assigned_Currency
DL,YYZ,PVG,"['2024', '12', '28', '6']","['2024', '12', '29', '15']",58195,YYZ-DTW,DL5031,DL389,Delta,12,29,Polski,Polska,PLN
multi,YYZ,PVG,"['2024', '12', '28', '8']","['2024', '12', '29', '14']",98204,YYZ-ORD,AC501,UA8533,Air Canada,28,2024,Polski,Polska,PLN
multi,YYZ,PVG,"['2024', '12', '28', 'null', '15']","['2024', '12', '29', '14', '20']",10156,YYZ-TPE,BR35,802null,EVA Air,12,29,Polski,Polska,PLN
multi,YYZ,PVG,"['2024', '12', '28', 'null', '15']","['2024', '12', '29', '17', 'null']",10156,YYZ-TPE,BR35,MU5008,EVA Air,"""MU""","""5008""",Polski,Polska,PLN
multi,YYZ,PVG,"['2024', '12', '28', 'null', '15']","['2024', '12', '29', '10', '50']",11187,YYZ-TPE,BR35,AC6549,EVA Air,29,2024,Polski,Polska,PLN
CX,YYZ,PVG,"['2024', '12', '28', 'null', '35']","['2024', '12', '29', '10', '10']",12748,YYZ-HKG,CX829,CX366,Cathay Pacific,12,29,Polski,Polska,PLN
multi,YYZ,PVG,"['2024', '12', '28', '7']","['2024', '12', '29', '17']",23788,YYZ-SFO,UA565,AC4105,China Eastern,29,"""MU""",Polski,Polska,PLN
UA,YYZ,PVG,"['2024', '12', '28', '7']","['2024', '12', '29', '18']",42755,YYZ-SFO,UA565,UA857,United,12,29,Polski,Polska,PLN
UA,YYZ,PVG,"['2024', '12', '28', '8', '17']","['2024', '12', '29', '20', '15']",42956,YYZ-DEN,UA1268,UA891,United,29,"""UA""",Polski,Polska,PLN
DL,YYZ,PVG,"['2024', '12', '28', '6']","['2024', '12', '29', '15']",58195,YYZ-DTW,DL5031,DL389,Delta,12,29,Polski,Polska,PLN
multi,YYZ,PVG,"['2024', '12', '28', '8']","['2024', '12', '29', '14']",98204,YYZ-ORD,AC501,UA8533,Air Canada,28,2024,Polski,Polska,PLN
AF,LIM,BKK,"['2024', '6', '9', '18']","['2024', '6', '11', '9']",291469,LIM-CDG,AF483,AF198,2024,10,2024,বাংলা,বাংলাদেশ,BDT
multi,LIM,BKK,"['2024', '6', '9', '6', '50']","['2024', '6', '11', '6', '10']",3084642,LIM-MIA,AA918,AA8137,Qatar Airways,11,"""QR""",বাংলা,বাংলাদেশ,BDT
AF,LIM,BKK,"['2024', '6', '9', '18']","['2024', '6', '11', '9']",291469,LIM-CDG,AF483,AF198,2024,10,2024,বাংলা,বাংলাদেশ,BDT
multi,LIM,BKK,"['2024', '6', '9', '6', '50']","['2024', '6', '11', '6', '10']",3084642,LIM-MIA,AA918,AA8137,Qatar Airways,11,"""QR""",বাংলা,বাংলাদেশ,BDT
TK,MLE,TUN,"['2024', '6', '12', '22', '20']","['2024', '6', '13', '16', '15']",2465,MLE-IST,TK735,663null,2024,6,13,English (United States),Australia,AUD
EK,MLE,TUN,"['2024', '6', '12', '23']","['2024', '6', '14', '11']",4337,MLE-DXB,EK653,747null,2024,14,"""EK""",English (United States),Australia,AUD
multi,MLE,TUN,"['2024', '6', '12', '23', '40']","['2024', '6', '14', '11', '55']",4337,MLE-DXB,FZ1570,EK2211,Emirates,6,14,English (United States),Australia,AUD
QR,MLE,TUN,"['2024', '6', '12', '21', '5']","['2024', '6', '13', '21', '30']",5114,MLE-DOH,QR673,1401null,2024,2024,6,English (United States),Australia,AUD
multi,MLE,TUN,"['2024', '6', '12', '19', '5']","['2024', '6', '13', '17', '45']",5198,MLE-AUH,EY261,AF3813,Air France,"""1184""",null,English (United States),Australia,AUD
TK,MLE,TUN,"['2024', '6', '12', '22', '20']","['2024', '6', '13', '9', '5']",5372,MLE-IST,TK735,661null,Turkish Airlines,6,13,English (United States),Australia,AUD
multi,MLE,TUN,"['2024', '6', '12', '19', '5']","['2024', '6', '13', '10', '45']",5530,MLE-AUH,EY261,AF3813,Etihad,13,"""AF""",English (United States),Australia,AUD
QR,MLE,TUN,"['2024', '6', '12', '21', '5']","['2024', '6', '13', '13', '10']",5920,MLE-DOH,QR673,1399null,Qatar Airways,2024,6,English (United States),Australia,AUD
multi,MLE,TUN,"['2024', '6', '12', '11', '15']","['2024', '6', '13', 'null', '40']",11671,MLE-DXB,EK659,TU217,Tunisair,6,13,English (United States),Australia,AUD
multi,MLE,TUN,"['2024', '6', '12', '11', '15']","['2024', '6', '12', '23', '10']",13008,MLE-DXB,EK659,LH1326,Lufthansa,12,2024,English (United States),Australia,AUD
TK,MLE,TUN,"['2024', '6', '12', '22', '20']","['2024', '6', '13', '16', '15']",2465,MLE-IST,TK735,663null,2024,6,13,English (United States),Australia,AUD
EK,MLE,TUN,"['2024', '6', '12', '23']","['2024', '6', '14', '11']",4337,MLE-DXB,EK653,747null,2024,14,"""EK""",English (United States),Australia,AUD
multi,MLE,TUN,"['2024', '6', '12', '23', '40']","['2024', '6', '14', '11', '55']",4337,MLE-DXB,FZ1570,EK2211,Emirates,6,14,English (United States),Australia,AUD
QR,MLE,TUN,"['2024', '6', '12', '21', '5']","['2024', '6', '13', '21', '30']",5114,MLE-DOH,QR673,1401null,2024,2024,6,English (United States),Australia,AUD
multi,MLE,TUN,"['2024', '6', '12', '19', '5']","['2024', '6', '13', '17', '45']",5198,MLE-AUH,EY261,AF3813,Air France,"""1184""",null,English (United States),Australia,AUD
TK,MLE,TUN,"['2024', '6', '12', '22', '20']","['2024', '6', '13', '9', '5']",5372,MLE-IST,TK735,661null,Turkish Airlines,6,13,English (United States),Australia,AUD
multi,MLE,TUN,"['2024', '6', '12', '19', '5']","['2024', '6', '13', '10', '45']",5530,MLE-AUH,EY261,AF3813,Etihad,13,"""AF""",English (United States),Australia,AUD
QR,MLE,TUN,"['2024', '6', '12', '21', '5']","['2024', '6', '13', '13', '10']",5920,MLE-DOH,QR673,1399null,Qatar Airways,2024,6,English (United States),Australia,AUD
multi,MLE,TUN,"['2024', '6', '12', '11', '15']","['2024', '6', '13', 'null', '40']",11671,MLE-DXB,EK659,TU217,Tunisair,6,13,English (United States),Australia,AUD
multi,MLE,TUN,"['2024', '6', '12', '11', '15']","['2024', '6', '12', '23', '10']",13008,MLE-DXB,EK659,LH1326,Lufthansa,12,2024,English (United States),Australia,AUD
UA,DFW,EWR,"['2024', '5', '17', '6']","['2024', '5', '17', '10']",880,DFW-EWR,,UA1517,United,17,"""UA""",Português (Brasil),Brasil,BRL
UA,DFW,EWR,"['2024', '5', '17', '19', '34']","['2024', '5', '17', '23', '59']",880,DFW-EWR,UA1147,UA1147,United,5,17,Português (Brasil),Brasil,BRL
AA,DFW,EWR,"['2024', '5', '17', '19', '15']","['2024', '5', '17', '23', '47']",1162,DFW-EWR,AA726,AA726,American,5,17,Português (Brasil),Brasil,BRL
UA,DFW,EWR,"['2024', '5', '17', '8']","['2024', '5', '17', '12']",1320,DFW-EWR,,UA626,United,17,"""UA""",Português (Brasil),Brasil,BRL
AA,DFW,EWR,"['2024', '5', '17', '7', '3']","['2024', '5', '17', '11', '35']",1325,DFW-EWR,AA1700,AA1700,American,5,17,Português (Brasil),Brasil,BRL
AA,DFW,EWR,"['2024', '5', '17', '11', '28']","['2024', '5', '17', '15', '58']",1325,DFW-EWR,AA813,AA813,American,5,17,Português (Brasil),Brasil,BRL
AA,DFW,EWR,"['2024', '5', '17', '15', '21']","['2024', '5', '17', '19', '47']",1325,DFW-EWR,AA1802,AA1802,2024,5,17,Português (Brasil),Brasil,BRL
UA,DFW,EWR,"['2024', '5', '17', '11', '57']","['2024', '5', '17', '16', '39']",1420,DFW-EWR,UA560,UA560,United,5,17,Português (Brasil),Brasil,BRL
UA,DFW,EWR,"['2024', '5', '17', '16', '47']","['2024', '5', '17', '21', '29']",1792,DFW-EWR,UA1856,UA1856,United,5,17,Português (Brasil),Brasil,BRL
UA,DFW,EWR,"['2024', '5', '17', '6']","['2024', '5', '17', '10']",880,DFW-EWR,,UA1517,United,17,"""UA""",Português (Brasil),Brasil,BRL
UA,DFW,EWR,"['2024', '5', '17', '19', '34']","['2024', '5', '17', '23', '59']",880,DFW-EWR,UA1147,UA1147,United,5,17,Português (Brasil),Brasil,BRL
AA,DFW,EWR,"['2024', '5', '17', '19', '15']","['2024', '5', '17', '23', '47']",1162,DFW-EWR,AA726,AA726,American,5,17,Português (Brasil),Brasil,BRL
UA,DFW,EWR,"['2024', '5', '17', '8']","['2024', '5', '17', '12']",1320,DFW-EWR,,UA626,United,17,"""UA""",Português (Brasil),Brasil,BRL
AA,DFW,EWR,"['2024', '5', '17', '7', '3']","['2024', '5', '17', '11', '35']",1325,DFW-EWR,AA1700,AA1700,American,5,17,Português (Brasil),Brasil,BRL
AA,DFW,EWR,"['2024', '5', '17', '11', '28']","['2024', '5', '17', '15', '58']",1325,DFW-EWR,AA813,AA813,American,5,17,Português (Brasil),Brasil,BRL
AA,DFW,EWR,"['2024', '5', '17', '15', '21']","['2024', '5', '17', '19', '47']",1325,DFW-EWR,AA1802,AA1802,2024,5,17,Português (Brasil),Brasil,BRL
UA,DFW,EWR,"['2024', '5', '17', '11', '57']","['2024', '5', '17', '16', '39']",1420,DFW-EWR,UA560,UA560,United,5,17,Português (Brasil),Brasil,BRL
UA,DFW,EWR,"['2024', '5', '17', '16', '47']","['2024', '5', '17', '21', '29']",1792,DFW-EWR,UA1856,UA1856,United,5,17,Português (Brasil),Brasil,BRL
LH,BLR,MAN,"['2024', '5', '9', '2', '10']","['2024', '5', '9', '17', 'null']",1343,BLR-MUC,LH765,LH2502,2024,9,"""LH""",English (United States),Australia,AUD
EY,BLR,MAN,"['2024', '5', '9', '4', '25']","['2024', '5', '10', '7', '15']",1466,BLR-AUH,EY217,15null,Etihad,"""15""",null,English (United States),Australia,AUD
LH,BLR,MAN,"['2024', '5', '9', '2', '10']","['2024', '5', '9', '9', '55']",1480,BLR-MUC,LH765,LH2500,2024,"""LH""","""2500""",English (United States),Australia,AUD
AF,BLR,MAN,"['2024', '5', '9', '1', '45']","['2024', '5', '9', '11', '50']",1556,BLR-CDG,AF191,AF1068,Air France,2024,5,English (United States),Australia,AUD
LH,BLR,MAN,"['2024', '5', '9', '3']","['2024', '5', '9', '17']",1564,BLR-FRA,LH755,LH946,2024,5,9,English (United States),Australia,AUD
EK,BLR,MAN,"['2024', '5', '9', '20', '50']","['2024', '5', '10', '7', '45']",1581,BLR-DXB,EK567,21null,Emirates,"""21""",null,English (United States),Australia,AUD
LH,BLR,MAN,"['2024', '5', '9', '2', '10']","['2024', '5', '9', '9', '55']",1480,BLR-MUC,LH765,LH2500,https://encrypted-tbn2.gstatic.com/images?q\u003dtbn:ANd9GcRn_8TFVNLwVnMyANup2xtrr3eLE0Vr5NZ2eIJEYq8PnkkXNDLoGCdrbhB08aEMiZ8dD8J_WPxzyPn2_Q,2024,5,English (United States),Australia,AUD
EY,BLR,MAN,"['2024', '5', '9', '21', '55']","['2024', '5', '10', '7', '15']",1512,BLR-AUH,EY239,15null,Etihad,"""15""",null,English (United States),Australia,AUD
AF,BLR,MAN,"['2024', '5', '9', '1', '45']","['2024', '5', '9', '11', '50']",1556,BLR-CDG,AF191,AF1068,2024,2024,5,English (United States),Australia,AUD
EK,BLR,MAN,"['2024', '5', '9', '20', '50']","['2024', '5', '10', '7', '45']",1581,BLR-DXB,EK567,QF8021,2024,"""21""",null,English (United States),Australia,AUD
multi,BLR,MAN,"['2024', '5', '9', '4']","['2024', '5', '9', '13']",1647,BLR-DOH,6E1301,QR4787,Qatar Airways,"""QR""","""27""",English (United States),Australia,AUD
LH,BLR,MAN,"['2024', '5', '9', '2', '10']","['2024', '5', '9', '17', 'null']",1343,BLR-MUC,LH765,LH2502,Lufthansa,9,"""LH""",English (United States),Australia,AUD
EY,BLR,MAN,"['2024', '5', '9', '4', '25']","['2024', '5', '10', '7', '15']",1466,BLR-AUH,EY217,15null,Etihad,"""15""",null,English (United States),Australia,AUD
EK,BLR,MAN,"['2024', '5', '9', '10', '35']","['2024', '5', '9', '19', '15']",1793,BLR-DXB,EK565,QF8019,2024,2024,5,English (United States),Australia,AUD
QR,BLR,MAN,"['2024', '5', '9', '3', '55']","['2024', '5', '9', '13', '25']",1829,BLR-DOH,QR573,QR27,2024,2024,5,English (United States),Australia,AUD
BA,BLR,MAN,"['2024', '5', '9', '6', '50']","['2024', '5', '9', '15', '30']",4707,BLR-LHR,BA118,BA1394,British Airways,"""BA""","""1394""",English (United States),Australia,AUD
LH,BLR,MAN,"['2024', '5', '9', '2', '10']","['2024', '5', '9', '17', 'null']",1343,BLR-MUC,LH765,LH2502,2024,9,"""LH""",English (United States),Australia,AUD
EY,BLR,MAN,"['2024', '5', '9', '4', '25']","['2024', '5', '10', '7', '15']",1466,BLR-AUH,EY217,15null,Etihad,"""15""",null,English (United States),Australia,AUD
LH,BLR,MAN,"['2024', '5', '9', '2', '10']","['2024', '5', '9', '9', '55']",1480,BLR-MUC,LH765,LH2500,2024,"""LH""","""2500""",English (United States),Australia,AUD
AF,BLR,MAN,"['2024', '5', '9', '1', '45']","['2024', '5', '9', '11', '50']",1556,BLR-CDG,AF191,AF1068,Air France,2024,5,English (United States),Australia,AUD
LH,BLR,MAN,"['2024', '5', '9', '3']","['2024', '5', '9', '17']",1564,BLR-FRA,LH755,LH946,2024,5,9,English (United States),Australia,AUD
EK,BLR,MAN,"['2024', '5', '9', '20', '50']","['2024', '5', '10', '7', '45']",1581,BLR-DXB,EK567,21null,Emirates,"""21""",null,English (United States),Australia,AUD
LH,BLR,MAN,"['2024', '5', '9', '2', '10']","['2024', '5', '9', '9', '55']",1480,BLR-MUC,LH765,LH2500,https://encrypted-tbn2.gstatic.com/images?q\u003dtbn:ANd9GcRn_8TFVNLwVnMyANup2xtrr3eLE0Vr5NZ2eIJEYq8PnkkXNDLoGCdrbhB08aEMiZ8dD8J_WPxzyPn2_Q,2024,5,English (United States),Australia,AUD
EY,BLR,MAN,"['2024', '5', '9', '21', '55']","['2024', '5', '10', '7', '15']",1512,BLR-AUH,EY239,15null,Etihad,"""15""",null,English (United States),Australia,AUD
AF,BLR,MAN,"['2024', '5', '9', '1', '45']","['2024', '5', '9', '11', '50']",1556,BLR-CDG,AF191,AF1068,2024,2024,5,English (United States),Australia,AUD
EK,BLR,MAN,"['2024', '5', '9', '20', '50']","['2024', '5', '10', '7', '45']",1581,BLR-DXB,EK567,QF8021,2024,"""21""",null,English (United States),Australia,AUD
multi,BLR,MAN,"['2024', '5', '9', '4']","['2024', '5', '9', '13']",1647,BLR-DOH,6E1301,QR4787,Qatar Airways,"""QR""","""27""",English (United States),Australia,AUD
LH,BLR,MAN,"['2024', '5', '9', '2', '10']","['2024', '5', '9', '17', 'null']",1343,BLR-MUC,LH765,LH2502,Lufthansa,9,"""LH""",English (United States),Australia,AUD
EY,BLR,MAN,"['2024', '5', '9', '4', '25']","['2024', '5', '10', '7', '15']",1466,BLR-AUH,EY217,15null,Etihad,"""15""",null,English (United States),Australia,AUD
EK,BLR,MAN,"['2024', '5', '9', '10', '35']","['2024', '5', '9', '19', '15']",1793,BLR-DXB,EK565,QF8019,2024,2024,5,English (United States),Australia,AUD
QR,BLR,MAN,"['2024', '5', '9', '3', '55']","['2024', '5', '9', '13', '25']",1829,BLR-DOH,QR573,QR27,2024,2024,5,English (United States),Australia,AUD
BA,BLR,MAN,"['2024', '5', '9', '6', '50']","['2024', '5', '9', '15', '30']",4707,BLR-LHR,BA118,BA1394,British Airways,"""BA""","""1394""",English (United States),Australia,AUD
multi,IAH,CAN,"['2024', '11', '5', '18', '50']","['2024', '11', '8', '9', '30']",1127,IAH-MAN,SQ51,SQ8430,Singapore Airlines,8,"""TR""",Deutsch,Schweiz,CHF
QR,IAH,CAN,"['2024', '11', '5', '17', '40']","['2024', '11', '7', '14', '25']",1446,IAH-DOH,QR714,874null,Qatar Airways,"""QR""","""874""",Deutsch,Schweiz,CHF
BR,IAH,CAN,"['2024', '11', '5', '23', '30']","['2024', '11', '8', '10', '15']",1452,IAH-TPE,BR51,707null,EVA Air,"""707""",null,Deutsch,Schweiz,CHF
multi,IAH,CAN,"['2024', '11', '5', '16', '32']","['2024', '11', '8', '4', '35']",1381,IAH-LAX,AA4916,PR3912,American,"""PR""","""382""",Deutsch,Schweiz,CHF
multi,IAH,CAN,"['2024', '11', '5', '15', '30']","['2024', '11', '7', '12', '10']",1575,IAH-JFK,B61882,SQ1482,JetBlue,7,2024,Deutsch,Schweiz,CHF
multi,IAH,CAN,"['2024', '11', '5', '23', '30']","['2024', '11', '7', '16', '50']",1682,IAH-TPE,BR51,CZ3098,EVA Air,7,2024,Deutsch,Schweiz,CHF
multi,IAH,CAN,"['2024', '11', '5', '19', '27']","['2024', '11', '7', '12', '5']",1780,IAH-ATL,DL1131,KE7072,Delta,2024,11,Deutsch,Schweiz,CHF
NH,IAH,CAN,"['2024', '11', '5', '10', '15']","['2024', '11', '7', '13', '50']",2083,IAH-HND,NH113,923null,ANA,2024,11,Deutsch,Schweiz,CHF
EK,IAH,CAN,"['2024', '11', '5', '19', '10']","['2024', '11', '7', '21', '45']",2105,IAH-DXB,EK212,362null,Emirates,"""362""",null,Deutsch,Schweiz,CHF
multi,IAH,CAN,"['2024', '11', '5', '20', '15']","['2024', '11', '7', '13', '50']",2228,IAH-LAX,UA1381,NH7231,United,7,2024,Deutsch,Schweiz,CHF
multi,IAH,CAN,"['2024', '11', '5', '8', '9']","['2024', '11', '6', '22', '30']",3387,IAH-DFW,AA3598,AA9105,American,"""CZ""","""8212""",Deutsch,Schweiz,CHF
multi,IAH,CAN,"['2024', '11', '5', '10', '15']","['2024', '11', '7', 'null', '10']",12243,IAH-HND,NH113,FM9319,Shanghai Airlines,7,"""FM""",Deutsch,Schweiz,CHF
multi,IAH,CAN,"['2024', '11', '5', '7', '40']","['2024', '11', '6', '21', '25']",23079,IAH-IAD,UA1549,UA7511,Air China,6,"""CA""",Deutsch,Schweiz,CHF
multi,IAH,CAN,"['2024', '11', '5', '18', '50']","['2024', '11', '8', '9', '30']",1127,IAH-MAN,SQ51,SQ8430,Singapore Airlines,8,"""TR""",Deutsch,Schweiz,CHF
QR,IAH,CAN,"['2024', '11', '5', '17', '40']","['2024', '11', '7', '14', '25']",1446,IAH-DOH,QR714,874null,Qatar Airways,"""QR""","""874""",Deutsch,Schweiz,CHF
BR,IAH,CAN,"['2024', '11', '5', '23', '30']","['2024', '11', '8', '10', '15']",1452,IAH-TPE,BR51,707null,EVA Air,"""707""",null,Deutsch,Schweiz,CHF
multi,IAH,CAN,"['2024', '11', '5', '16', '32']","['2024', '11', '8', '4', '35']",1381,IAH-LAX,AA4916,PR3912,American,"""PR""","""382""",Deutsch,Schweiz,CHF
multi,IAH,CAN,"['2024', '11', '5', '15', '30']","['2024', '11', '7', '12', '10']",1575,IAH-JFK,B61882,SQ1482,JetBlue,7,2024,Deutsch,Schweiz,CHF
multi,IAH,CAN,"['2024', '11', '5', '23', '30']","['2024', '11', '7', '16', '50']",1682,IAH-TPE,BR51,CZ3098,EVA Air,7,2024,Deutsch,Schweiz,CHF
multi,IAH,CAN,"['2024', '11', '5', '19', '27']","['2024', '11', '7', '12', '5']",1780,IAH-ATL,DL1131,KE7072,Delta,2024,11,Deutsch,Schweiz,CHF
NH,IAH,CAN,"['2024', '11', '5', '10', '15']","['2024', '11', '7', '13', '50']",2083,IAH-HND,NH113,923null,ANA,2024,11,Deutsch,Schweiz,CHF
EK,IAH,CAN,"['2024', '11', '5', '19', '10']","['2024', '11', '7', '21', '45']",2105,IAH-DXB,EK212,362null,Emirates,"""362""",null,Deutsch,Schweiz,CHF
multi,IAH,CAN,"['2024', '11', '5', '20', '15']","['2024', '11', '7', '13', '50']",2228,IAH-LAX,UA1381,NH7231,United,7,2024,Deutsch,Schweiz,CHF
multi,IAH,CAN,"['2024', '11', '5', '8', '9']","['2024', '11', '6', '22', '30']",3387,IAH-DFW,AA3598,AA9105,American,"""CZ""","""8212""",Deutsch,Schweiz,CHF
multi,IAH,CAN,"['2024', '11', '5', '10', '15']","['2024', '11', '7', 'null', '10']",12243,IAH-HND,NH113,FM9319,Shanghai Airlines,7,"""FM""",Deutsch,Schweiz,CHF
multi,IAH,CAN,"['2024', '11', '5', '7', '40']","['2024', '11', '6', '21', '25']",23079,IAH-IAD,UA1549,UA7511,Air China,6,"""CA""",Deutsch,Schweiz,CHF
TK,ZAG,NRT,"['2024', '11', '5', '9', '15']","['2024', '11', '6', '8', '30']",98510,ZAG-IST,TK1054,TK50,Turkish Airlines,11,6,Shqip,Shqipëri,ALL
TK,ZAG,NRT,"['2024', '11', '5', '19', '55']","['2024', '11', '7', '8', '30']",98510,ZAG-IST,TK1056,50null,Turkish Airlines,11,7,Shqip,Shqipëri,ALL
multi,ZAG,NRT,"['2024', '11', '5', '13', '55']","['2024', '11', '6', '17', '20']",111637,ZAG-DXB,FZ1794,EK2013,flydubai,11,6,Shqip,Shqipëri,ALL
multi,ZAG,NRT,"['2024', '11', '5', '8', '25']","['2024', '11', '6', '10', 'null']",136025,ZAG-CDG,OU470,AF146,Croatia,5,2024,Shqip,Shqipëri,ALL
KL,ZAG,NRT,"['2024', '11', '5', '6', '30']","['2024', '11', '6', '10', '35']",139855,ZAG-AMS,KL1964,KL861,2024,5,2024,Shqip,Shqipëri,ALL
QR,ZAG,NRT,"['2024', '11', '5', '9', '10']","['2024', '11', '6', '17', '55']",142792,ZAG-DOH,QR216,806null,Qatar Airways,11,6,Shqip,Shqipëri,ALL
multi,ZAG,NRT,"['2024', '11', '5', '14', '55']","['2024', '11', '6', '17', 'null']",143129,ZAG-FRA,LH1415,JL408,Lufthansa,6,"""JL""",Shqip,Shqipëri,ALL
LO,ZAG,NRT,"['2024', '11', '5', '18']","['2024', '11', '6', '19']",77573,ZAG-WAW,LO614,LO79,https://encrypted-tbn1.gstatic.com/images?q\u003dtbn:ANd9GcRTHETZVxU4_OrKq24sf7n7HS_0ca3__1_Urs251dzMXLn16tZy8J8x5i1phGimLkrbGL2gDKGrA-U35g,2024,11,Shqip,Shqipëri,ALL
TK,ZAG,NRT,"['2024', '11', '5', '9', '15']","['2024', '11', '6', '8', '30']",98510,ZAG-IST,TK1054,TK50,Turkish Airlines,11,6,Shqip,Shqipëri,ALL
TK,ZAG,NRT,"['2024', '11', '5', '19', '55']","['2024', '11', '7', '8', '30']",98510,ZAG-IST,TK1056,50null,Turkish Airlines,11,7,Shqip,Shqipëri,ALL
multi,ZAG,NRT,"['2024', '11', '5', '13', '55']","['2024', '11', '6', '17', '20']",111637,ZAG-DXB,FZ1794,EK2013,flydubai,11,6,Shqip,Shqipëri,ALL
multi,ZAG,NRT,"['2024', '11', '5', '8', '25']","['2024', '11', '6', '10', 'null']",136025,ZAG-CDG,OU470,AF146,Croatia,5,2024,Shqip,Shqipëri,ALL
KL,ZAG,NRT,"['2024', '11', '5', '6', '30']","['2024', '11', '6', '10', '35']",139855,ZAG-AMS,KL1964,KL861,2024,5,2024,Shqip,Shqipëri,ALL
multi,ZAG,NRT,"['2024', '11', '5', '14', '55']","['2024', '11', '6', '17', 'null']",143129,ZAG-FRA,LH1415,JL408,Lufthansa,6,"""JL""",Shqip,Shqipëri,ALL
QR,ZAG,NRT,"['2024', '11', '5', '15', '45']","['2024', '11', '6', '17', '55']",147577,ZAG-DOH,QR218,806null,2024,6,"""QR""",Shqip,Shqipëri,ALL
TK,ZAG,NRT,"['2024', '11', '5', '9', '15']","['2024', '11', '6', '8', '30']",98510,ZAG-IST,TK1054,TK50,Turkish Airlines,11,6,Shqip,Shqipëri,ALL
TK,ZAG,NRT,"['2024', '11', '5', '19', '55']","['2024', '11', '7', '8', '30']",98510,ZAG-IST,TK1056,50null,Turkish Airlines,11,7,Shqip,Shqipëri,ALL
multi,ZAG,NRT,"['2024', '11', '5', '13', '55']","['2024', '11', '6', '17', '20']",111637,ZAG-DXB,FZ1794,EK2013,flydubai,11,6,Shqip,Shqipëri,ALL
multi,ZAG,NRT,"['2024', '11', '5', '8', '25']","['2024', '11', '6', '10', 'null']",136025,ZAG-CDG,OU470,AF146,Croatia,5,2024,Shqip,Shqipëri,ALL
KL,ZAG,NRT,"['2024', '11', '5', '6', '30']","['2024', '11', '6', '10', '35']",139855,ZAG-AMS,KL1964,KL861,2024,5,2024,Shqip,Shqipëri,ALL
QR,ZAG,NRT,"['2024', '11', '5', '9', '10']","['2024', '11', '6', '17', '55']",142792,ZAG-DOH,QR216,806null,Qatar Airways,11,6,Shqip,Shqipëri,ALL
multi,ZAG,NRT,"['2024', '11', '5', '14', '55']","['2024', '11', '6', '17', 'null']",143129,ZAG-FRA,LH1415,JL408,Lufthansa,6,"""JL""",Shqip,Shqipëri,ALL
LO,ZAG,NRT,"['2024', '11', '5', '18']","['2024', '11', '6', '19']",77573,ZAG-WAW,LO614,LO79,https://encrypted-tbn1.gstatic.com/images?q\u003dtbn:ANd9GcRTHETZVxU4_OrKq24sf7n7HS_0ca3__1_Urs251dzMXLn16tZy8J8x5i1phGimLkrbGL2gDKGrA-U35g,2024,11,Shqip,Shqipëri,ALL
TK,ZAG,NRT,"['2024', '11', '5', '9', '15']","['2024', '11', '6', '8', '30']",98510,ZAG-IST,TK1054,TK50,Turkish Airlines,11,6,Shqip,Shqipëri,ALL
TK,ZAG,NRT,"['2024', '11', '5', '19', '55']","['2024', '11', '7', '8', '30']",98510,ZAG-IST,TK1056,50null,Turkish Airlines,11,7,Shqip,Shqipëri,ALL
multi,ZAG,NRT,"['2024', '11', '5', '13', '55']","['2024', '11', '6', '17', '20']",111637,ZAG-DXB,FZ1794,EK2013,flydubai,11,6,Shqip,Shqipëri,ALL
multi,ZAG,NRT,"['2024', '11', '5', '8', '25']","['2024', '11', '6', '10', 'null']",136025,ZAG-CDG,OU470,AF146,Croatia,5,2024,Shqip,Shqipëri,ALL
KL,ZAG,NRT,"['2024', '11', '5', '6', '30']","['2024', '11', '6', '10', '35']",139855,ZAG-AMS,KL1964,KL861,2024,5,2024,Shqip,Shqipëri,ALL
multi,ZAG,NRT,"['2024', '11', '5', '14', '55']","['2024', '11', '6', '17', 'null']",143129,ZAG-FRA,LH1415,JL408,Lufthansa,6,"""JL""",Shqip,Shqipëri,ALL
QR,ZAG,NRT,"['2024', '11', '5', '15', '45']","['2024', '11', '6', '17', '55']",147577,ZAG-DOH,QR218,806null,2024,6,"""QR""",Shqip,Shqipëri,ALL
EI,JFK,FRA,"['2024', '3', '11', '22', '10']","['2024', '3', '12', '19', '10']",666,JFK-DUB,EI106,EI656,Aer Lingus,3,12,English (United States),United Kingdom,GBP
EI,JFK,FRA,"['2024', '3', '11', '18']","['2024', '3', '12', '10']",753,JFK-DUB,EI104,650null,2024,12,"""EI""",English (United States),United Kingdom,GBP
DE,JFK,FRA,"['2024', '3', '11', '17', '25']","['2024', '3', '12', '5', '45']",466,JFK-FRA,DE,AS8811,https://encrypted-tbn3.gstatic.com/images?q\u003dtbn:ANd9GcQpZqyX2kbFJR9GduoH6ML3JqVg2HdmGthLLdTt5wc1kNgWbP-kUpV4VhucbjQXr01K0BaIPQgEoPvwEQ,12,"""DE""",English (United States),United Kingdom,GBP
SQ,JFK,FRA,"['2024', '3', '11', '21', '15']","['2024', '3', '12', '9', '50']",638,JFK-FRA,SQ25,SQ25,Singapore Airlines,2024,3,English (United States),United Kingdom,GBP
DL,JFK,FRA,"['2024', '3', '11', '19', '20']","['2024', '3', '12', '8', '40']",689,JFK-FRA,DL106,VS3810,Delta,2024,3,English (United States),United Kingdom,GBP
